user_id,age,country,geo_loc,lat,long,isbn,book_title,book_author,year_pub,book_rating,image_url_l
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0061097152,Circles of Confusion : A Claire Montrose Mystery (Claire Montrose Mysteries (Paperback)),April Henry,1999,8,http://images.amazon.com/images/P/0061097152.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0061097349,The Flower Master,Sujata Massey,2000,8,http://images.amazon.com/images/P/0061097349.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0062505319,The Woman's Comfort Book : A Self-Nurturing Guide for Restoring Balance in Your Life,Jennifer Louden,1992,8,http://images.amazon.com/images/P/0062505319.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0062505971,"King, Warrior, Magician, Lover: Rediscovering the Archetypes of the Mature Masculine",Robert L. Moore,1990,8,http://images.amazon.com/images/P/0062505971.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0062512900,Everyday Sacred : A Woman's Journey Home,Sue Bender,1996,6,http://images.amazon.com/images/P/0062512900.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0062516833,Stretching Lessons: The Daring that Starts from Within,Sue Bender,2002,7,http://images.amazon.com/images/P/0062516833.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0140053204,Travels With Charley: In Search of America,John Steinbeck,1980,8,http://images.amazon.com/images/P/0140053204.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0140390227,"The Awakening, and Selected Stories",Kate Chopin,1998,7,http://images.amazon.com/images/P/0140390227.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0152167110,A Guide for Grown-ups: Essential Wisdom from the Collected Works of Antoine de Saint-ExupÂ¿ry,Antoine de Saint-ExupÃ©ry,2002,10,http://images.amazon.com/images/P/0152167110.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0156012197,The Little Prince,Antoine de Saint-ExupÃ©ry,2000,10,http://images.amazon.com/images/P/0156012197.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312020309,All Things Bright and Beautiful,James Herriot,1974,8,http://images.amazon.com/images/P/0312020309.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312983174,Lilies That Fester (A Bretta Solomon Mystery),Janis Harrison,2002,7,http://images.amazon.com/images/P/0312983174.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0345361571,A Book of Angels,SOPHY BURNHAM,1990,7,http://images.amazon.com/images/P/0345361571.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0345366239,The Eight,Katherine Neville,1995,8,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0345410297,In Memory of Junior,Clyde Edgerton,1996,6,http://images.amazon.com/images/P/0345410297.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,034541215X,Bimbos of the Death Sun,SHARYN MCCRUMB,1996,10,http://images.amazon.com/images/P/034541215X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0374525102,Annie John : A Novel,Jamaica Kincaid,1997,7,http://images.amazon.com/images/P/0374525102.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,8,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380709546,Ramona the Pest (Ramona Quimby (Paperback)),Beverly Cleary,1992,10,http://images.amazon.com/images/P/0380709546.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380725231,Coyote Blue,Christopher Moore,1995,7,http://images.amazon.com/images/P/0380725231.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380772094,Blooming Murder (Iris House B &amp; B Mystery),Jean Hager,1994,9,http://images.amazon.com/images/P/0380772094.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380778793,Nutty As a Fruitcake (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim,1996,7,http://images.amazon.com/images/P/0380778793.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380799502,Bittersweet,Nevada Barr,1999,8,http://images.amazon.com/images/P/0380799502.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380813858,The Body in the Bonfire (Faith Fairchild Mysteries (Paperback)),Katherine Hall Page,2003,6,http://images.amazon.com/images/P/0380813858.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380819643,Splendor in the Glass : A Den of Antiquity Mystery (Den of Antiquity),Tamar Myers,2002,8,http://images.amazon.com/images/P/0380819643.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385418868,The Power of Myth,Joseph Campbell,1991,8,http://images.amazon.com/images/P/0385418868.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,10,http://images.amazon.com/images/P/0385480016.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0393322815,Daily Afflictions: The Agony of Being Connected to Everything in the Universe,Andrew Boyd,2002,10,http://images.amazon.com/images/P/0393322815.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0394499603,In the Beginning,Chaim Potok,1975,9,http://images.amazon.com/images/P/0394499603.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0399141146,The Hundred Secret Senses,Amy Tan,1995,8,http://images.amazon.com/images/P/0399141146.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,7,http://images.amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425123502,The Lonely Life,Bette Davis,1990,7,http://images.amazon.com/images/P/0425123502.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425133516,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997,7,http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425146227,A New Leash on Death,Susan Conant,1996,7,http://images.amazon.com/images/P/0425146227.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425146383,A Dash of Death,Claudia Bishop,1995,7,http://images.amazon.com/images/P/0425146383.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425177017,The Crossword Murder,Nero Blanc,2000,7,http://images.amazon.com/images/P/0425177017.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425179184,Crime Brulee (Culinary Mysteries (Paperback)),Nancy Fairbanks,2001,7,http://images.amazon.com/images/P/0425179184.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0425193314,A Puree of Poison,Claudia Bishop,2003,6,http://images.amazon.com/images/P/0425193314.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,042519390X,The Perils of Paella,Nancy Fairbanks,2004,7,http://images.amazon.com/images/P/042519390X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,9,http://images.amazon.com/images/P/0439064864.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440167477,The Old Fox Deceiv'D,Martha Grimes,1988,7,http://images.amazon.com/images/P/0440167477.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,044024093X,Crossed Bones,CAROLYN HAINES,2004,8,http://images.amazon.com/images/P/044024093X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440500060,Outgrowing the Pain: A Book for and About Adults Abused As Children,Eliana Gil,1988,7,http://images.amazon.com/images/P/0440500060.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0446387878,A Yellow Raft in Blue Water,Michael Dorris,1998,8,http://images.amazon.com/images/P/0446387878.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,7,http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0446607134,Death of a Gossip (Hamish Macbeth Mysteries (Paperback)),M. C. Beaton,1999,6,http://images.amazon.com/images/P/0446607134.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0449906442,The Emotionally Abused Woman : Overcoming Destructive Patterns and Reclaiming Yourself,Beverly Engel,1992,7,http://images.amazon.com/images/P/0449906442.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0451206835,Never Tease a Siamese (Leigh Koslow Mysteries),Edie Claire,2002,7,http://images.amazon.com/images/P/0451206835.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,045120848X,Custard's Last Stand: A Pennsylvania Dutch Mystery With Recipes (Magdalena Yoder Mysteries),Tamar Myers,2004,6,http://images.amazon.com/images/P/045120848X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,9,http://images.amazon.com/images/P/0451410556.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0451411013,The Grave Maurice (Richard Jury Novels),Martha Grimes,2003,8,http://images.amazon.com/images/P/0451411013.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0515117617,Happy Are Those Who Mourn,Andrew M. Greeley,1995,7,http://images.amazon.com/images/P/0515117617.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0515119210,Happy Are the Oppressed,Andrew M. Greeley,1996,8,http://images.amazon.com/images/P/0515119210.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0525944974,"A Separate Place: A Family, a Cabin in the Woods, and a Journey of Love and Spirit",David Brill,2000,7,http://images.amazon.com/images/P/0525944974.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,8,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553287532,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1991,8,http://images.amazon.com/images/P/0553287532.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553572369,Pay Dirt (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1996,7,http://images.amazon.com/images/P/0553572369.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553572377,"Murder, She Meowed (Mrs. Murphy Mysteries (Paperback))",RITA MAE BROWN,1997,7,http://images.amazon.com/images/P/0553572377.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553577352,Death of a Political Plant (Gardening Mysteries (Paperback)),Ann Ripley,1998,7,http://images.amazon.com/images/P/0553577352.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553578316,Sticks &amp; Scones,Diane Mott Davidson,2002,8,http://images.amazon.com/images/P/0553578316.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,055357857X,The Dead Cat Bounce : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback)),SARAH GRAVES,1998,7,http://images.amazon.com/images/P/055357857X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553580590,Creature Discomforts (Dog Lover's Mysteries),SUSAN CONANT,2001,6,http://images.amazon.com/images/P/0553580590.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0553801279,A Traitor to Memory,Elizabeth George,2001,8,http://images.amazon.com/images/P/0553801279.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0671206710,BACKWARD SHADOW,Lynne Reid Banks,1970,9,http://images.amazon.com/images/P/0671206710.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0671634127,Feet First: A Guide to Foot Reflexology,Laura Norman,1988,6,http://images.amazon.com/images/P/0671634127.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,067189952X,Death Among the Dons,Janet Neel,1995,10,http://images.amazon.com/images/P/067189952X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0679435506,"Illuminata: Thoughts, Prayers, Rites of Passage",Marianne Williamson,1994,9,http://images.amazon.com/images/P/0679435506.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0679770151,Sleeping at the Starlite Motel: And Other Adventures on the Way Back Home,Bailey White,1996,8,http://images.amazon.com/images/P/0679770151.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0684848066,In the Meantime : Finding Yourself and the Love You Want,Iyanla Vanzant,1999,6,http://images.amazon.com/images/P/0684848066.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0684874350,ANGELA'S ASHES,Frank McCourt,1996,6,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0689715676,Shadow Of A Bull,Maia Wojciechowska,1992,7,http://images.amazon.com/images/P/0689715676.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0743482247,"Arson and Old Lace : A Far Wychwood Mystery (Harwin, Patricia. Far Wychwood Mystery Series.)",Patricia Harwin,2004,6,http://images.amazon.com/images/P/0743482247.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0762704845,"Basic Essentials Canoeing, 2nd (rev) (Basic Essentials Series)",Cliff Jacobson,1999,7,http://images.amazon.com/images/P/0762704845.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0767901991,The Art of Everyday Ecstasy,MARGOT ANAND,1999,9,http://images.amazon.com/images/P/0767901991.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0767908236,The Greens Cookbook,Deborah Madison,2001,8,http://images.amazon.com/images/P/0767908236.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0804108633,Mean Spirit,Linda Hogan,1992,6,http://images.amazon.com/images/P/0804108633.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0804109125,Death of a Snob,M. C. Beaton,1992,7,http://images.amazon.com/images/P/0804109125.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,9,http://images.amazon.com/images/P/080411935X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0805055592,The Power of Reiki: An Ancient Hands-On Healing Technique,Tanmaya Honervogt,1998,6,http://images.amazon.com/images/P/0805055592.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0826412602,The Art of Loving,Erich Fromm,2000,9,http://images.amazon.com/images/P/0826412602.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0871591014,"Listen, Beloved",Martha Smock,1980,10,http://images.amazon.com/images/P/0871591014.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0874779952,Transitions: Prayers and Declarations for a Changing Life,Julia Cameron,1999,7,http://images.amazon.com/images/P/0874779952.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,087605193X,Adopting the Racing Greyhound,Cynthia A. Branigan,1998,8,http://images.amazon.com/images/P/087605193X.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0918321972,"The Pocket Harmonica Songbook/over 40 Folk, Blues, &amp; Country Favorites for Beginning &amp; Intermediate Players! (Harmonica)",David Harp,1993,8,http://images.amazon.com/images/P/0918321972.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0930031741,The Contrary Farmer (Real Goods Independent Living Book),Gene Logsdon,1995,8,http://images.amazon.com/images/P/0930031741.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0931432146,Living in the Light: A Guide to Personal and Planetary Transformation,Shakti Gawain,1985,9,http://images.amazon.com/images/P/0931432146.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0935701419,Wild Places: 20 Journeys into the North American Outdoors,Paul McHugh,1996,6,http://images.amazon.com/images/P/0935701419.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0962980323,1001 More Ways to Be Romantic,Gregory J. P. Godek,1992,7,http://images.amazon.com/images/P/0962980323.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0967384303,From May Sarton's Well: Writings of May Sarton,May Sarton,1994,10,http://images.amazon.com/images/P/0967384303.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1400060117,A Round-Heeled Woman : My Late-Life Adventures in Sex and Romance,JANE JUSKA,2003,9,http://images.amazon.com/images/P/1400060117.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1558508481,Betrayed!: How You Can Restore Sexual Trust and Rebuild Your Life,Riki Robbins,1998,8,http://images.amazon.com/images/P/1558508481.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1575667274,Peaches and Screams: A Savannah Reid Mystery (Savannah Reid Mysteries (Paperback)),G. A. McKevett,2002,8,http://images.amazon.com/images/P/1575667274.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1580084400,Healing Yourself With Wishful Thinking,Arthur Bloch,2002,8,http://images.amazon.com/images/P/1580084400.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1580170358,Rustic Retreats: A Build-It-Yourself Guide,David R. Stiles,1998,7,http://images.amazon.com/images/P/1580170358.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1582432252,Appetites: Why Women Want,Caroline Knapp,2003,9,http://images.amazon.com/images/P/1582432252.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1878818937,Wild With It Poems: Poems,Aliki Barnstone,2002,6,http://images.amazon.com/images/P/1878818937.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1882591054,Awakening: A Daily Guide to Conscious Living,Shakti Gawain,1993,9,http://images.amazon.com/images/P/1882591054.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1883991447,The Deepest Spiritual Life,Susan Quinn,2002,9,http://images.amazon.com/images/P/1883991447.01.LZZZZZZZ.jpg
83637,57,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1886230498,The Assertive Woman (Personal Growth),Stanlee Phelps,2002,8,http://images.amazon.com/images/P/1886230498.01.LZZZZZZZ.jpg
83698,62,canada,"61.0666922, -107.991707",61.0666922,-107.991707,0679452737,Understanding Men's Passages: Discovering the New Map of Men's Lives,Gail Sheehy,1998,7,http://images.amazon.com/images/P/0679452737.01.LZZZZZZZ.jpg
83698,62,canada,"61.0666922, -107.991707",61.0666922,-107.991707,0684848783,Tis : A Memoir,Frank McCourt,1999,8,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg
83698,62,canada,"61.0666922, -107.991707",61.0666922,-107.991707,155278312X,Canuck Chicks and Maple Leaf Mamas: Women of the Great White North : A Celecration of Canadian Women,Ann Douglas,2003,8,http://images.amazon.com/images/P/155278312X.01.LZZZZZZZ.jpg
83736,64,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0060199652,Prodigal Summer,Barbara Kingsolver,2000,10,http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg
83736,64,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0375503838,The Very Persistent Gappers of Frip,George Saunders,2000,10,http://images.amazon.com/images/P/0375503838.01.LZZZZZZZ.jpg
83736,64,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0871138018,The Toughest Indian in the World,Sherman Alexie,2000,8,http://images.amazon.com/images/P/0871138018.01.LZZZZZZZ.jpg
83736,64,usa,"39.7837304, -100.445882",39.7837304,-100.445882,1400062888,Obliviously On He Sails : The Bush Administration in Rhyme,CALVIN TRILLIN,2004,7,http://images.amazon.com/images/P/1400062888.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0060191872,The Run: A Novel,Stuart Woods,2000,7,http://images.amazon.com/images/P/0060191872.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0151620504,Money Trail,William Jovanovich,1990,7,http://images.amazon.com/images/P/0151620504.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0310219485,Though None Go with Me,Jerry B. Jenkins,2000,10,http://images.amazon.com/images/P/0310219485.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0312983417,Starting Over,Robin Pilcher,2003,8,http://images.amazon.com/images/P/0312983417.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373226543,"HOWLING IN THE DARKNESS (MORIAH'S LANDING) (Harlequin Intrigue, No. 654)",B.J. Daniels,2002,9,http://images.amazon.com/images/P/0373226543.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373226551,"Operation: Reunited (Harlequin Intrigue, No. 655)",Linda Johnston,2002,9,http://images.amazon.com/images/P/0373226551.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373226608,"Silent Surrender (Nighthawk Island) (Harlequin Intrigue Series, No. 660)",Rita Herron,2002,8,http://images.amazon.com/images/P/0373226608.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373261039,In-Laws And Outlaws,Barbara Paul,1992,6,http://images.amazon.com/images/P/0373261039.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373710992,The Farmer's Wife,Lori Handeland,2002,9,http://images.amazon.com/images/P/0373710992.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373711018,A Summer Place,Laura Abbot,2002,9,http://images.amazon.com/images/P/0373711018.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,037382503X,"Tyler #3 Wisconsin Wedding (Tyler, No 3)",Carla Neggers,1992,8,http://images.amazon.com/images/P/037382503X.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373871686,Love For Safekeeping (Love Inspired (Numbered)),Gail Gaymer Martin,2002,10,http://images.amazon.com/images/P/0373871686.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373871813,Stranger At The Crossroads (Love Inspired),Gena Dalton,2002,9,http://images.amazon.com/images/P/0373871813.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,037387183X,A Rich Man For Dry Creek (Love Inspired (Numbered)),Janet Tronstad,2002,9,http://images.amazon.com/images/P/037387183X.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0373871864,Out Of The Shadows (Love Inspired (Numbered)),Loree Lough,2002,10,http://images.amazon.com/images/P/0373871864.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0380844001,A Rose in Winter,Kathleen E. Woodiwiss,1983,10,http://images.amazon.com/images/P/0380844001.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385316925,Fortune's Hand,Belva Plain,1999,7,http://images.amazon.com/images/P/0385316925.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0385334702,After the Fire,Belva Plain,2000,7,http://images.amazon.com/images/P/0385334702.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0394561066,California Gold,John Jakes,1989,7,http://images.amazon.com/images/P/0394561066.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0394571452,Glamorous Powers,Susan Howatch,1988,6,http://images.amazon.com/images/P/0394571452.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0394576047,Murder at the Pentagon,Margaret Truman,1992,9,http://images.amazon.com/images/P/0394576047.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440214009,Treasures,Belva Plain,1993,7,http://images.amazon.com/images/P/0440214009.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440216818,Daybreak,Belva Plain,1995,9,http://images.amazon.com/images/P/0440216818.01.LZZZZZZZ.jpg
83754,65,usa,"39.7837304, -100.445882",39.7837304,-100.445882,0440225272,Homecoming,Belva Plain,1998,9,http://images.amazon.com/images/P/0440225272.01.LZZZZZZZ.jpg
